DateTime,load_kWh,heatdemand_kWhth,production_kWh,spot price [Rp/kWh],cop_monthly,battery_installed,ptes_installed,battery_capacity_kwh,grid_import_kWh,grid_export_kWh,battery_charge_kWh,battery_discharge_kWh,battery_soc_kWh,woodchip_boiler_heat_kWhth,heatpump_heat_kWhth,heatpump_elec_kWh,heatpump_on,heatpump_nominal_kwth,heatpump_nominal_kWhth,Q_HP_kWhth,E_elec_HP_kWh,ptes_charge_kWhth,ptes_discharge_kWhth,ptes_soc_kWhth,ptes_volume_m3,woodchip_heat_supply_share,heatpump_heat_supply_share,ptes_discharge_supply_share,self_sufficiency,direct_prod_to_load_kWh,prod_to_batt_charge_kWh,prod_via_batt_to_load_kWh,own_production_supply_kWh,self_sufficiency_production_traced,cost_opt__annual_prod_traced_self_sufficiency_fraction,cost_opt__annual_own_production_supply_kwh
2024-01-01,522.5556458333333,1089.140625,494.63177083333335,1.9527410833333334,2.9500000000000006,1.0,1.0,2000.0,125.82387500000102,0.0,20.833333333333332,29.166666666666668,873.9894736842099,0.0,309.08625000000313,104.77499999999999,1.0,5199.51460998422,1299.8786524960549,309.08625000000313,104.77499999999999,0.0,780.0543749999969,4787124.691979167,50000.0,0.0,0.2870023826503096,0.7129976173496905,0.7476198027210722,475.5861875,4.167864583333333,3.7614977864583334,479.34768528645833,0.9178076181229046,0.8871764272109515,13523227.156228334
2024-01-02,518.7574895833333,760.1953125,501.72760416666665,3.890342958333333,2.9500000000000006,1.0,1.0,2000.0,109.56963911047204,0.23676041666665185,19.774290021929822,18.78557552083333,987.6600857730288,0.0,266.6062500000016,90.375,1.0,5199.51460998422,1299.8786524960549,266.6062500000016,90.375,0.0,493.58906249999836,4724458.0253125,50000.0,0.0,0.3566957148360333,0.6433042851639666,0.7820146866848906,481.0821041666666,0.03744791666666147,0.03379674479166247,481.1159009114583,0.9253550596080534,,
2024-01-03,519.7722083333333,701.03125,512.665625,5.099444733333333,2.9500000000000006,1.0,1.0,2000.0,85.17904483963818,0.0,20.477925438596497,19.347856770833335,1067.3646299890331,0.0,224.12625000000006,75.97500000000001,1.0,5199.51460998422,1299.8786524960549,224.12625000000006,75.97500000000001,0.0,476.9049999999999,4679278.84375,50000.0,0.0,0.3307977079079609,0.669202292092039,0.8215728126402976,494.88145833333334,1.1563125000000063,0.942708255208336,495.8241665885417,0.9470374434409052,,
2024-01-04,539.2354895833333,715.6796875,503.28619791666665,7.4782225874999995,2.9500000000000006,1.0,1.0,2000.0,99.42956025630446,0.06572916666667002,19.901571271929836,19.012665104166683,1192.3122389254347,0.0,181.646249999999,61.574999999999996,1.0,5199.51460998422,1299.8786524960549,181.646249999999,61.574999999999996,0.0,534.033437500001,4631970.076979167,50000.0,0.0,0.26257770827341326,0.7374222917265866,0.7965575454279296,497.16765625,0.41548958333334113,0.4758431250000099,497.643499375,0.916972569372822,,
2024-01-05,543.9074479166667,741.265625,478.5109375,8.721073500000001,2.9500000000000006,1.0,1.0,2000.0,114.49585252192956,0.0,19.736842105263158,18.750000000000004,837.1421147752179,0.0,139.16624999999925,47.175000000000004,1.0,5199.51460998422,1299.8786524960549,139.16624999999925,47.175000000000004,0.0,602.0993750000007,4575689.050520833,50000.0,0.0,0.19140356085560417,0.8085964391443957,0.771924808963492,476.43575000000004,0.0,2.636779683484746e-17,476.43575000000004,0.8671797281822934,,
2024-01-06,538.5354583333334,768.1041666666666,464.0364583333333,7.9784248333333325,2.9500000000000006,1.0,1.0,2000.0,109.26358280838802,0.0,20.40597752192983,19.385678645833345,870.0192212171049,0.0,96.68624999999963,32.775,1.0,5199.51460998422,1299.8786524960549,96.68624999999963,32.775,0.0,671.4179166666671,4515646.399791666,50000.0,0.0,0.12919439765646412,0.8708056023435359,0.7799102456676161,460.7153229166667,0.7101770833333405,0.6409348177083396,461.35625773437505,0.8495624351378135,,
2024-01-07,506.1027916666667,777.4661458333334,449.04192708333335,8.364894166666668,2.9500000000000006,1.0,1.0,2000.0,89.35455939692982,0.0,21.156550438596494,7.618795394736842,1410.7812211348682,0.0,54.20624999999998,18.375,1.0,5199.51460998422,1299.8786524960549,54.20624999999998,18.375,0.0,723.2598958333333,4448807.978958333,50000.0,0.0,0.07143737811535071,0.9285626218846493,0.8106632913180533,442.31418749999995,3.166604166666666,1.0267403967134696,443.3409278967135,0.8708450622720326,,
2024-01-08,580.9343125,910.421875,315.96328124999997,9.954285466666667,2.9500000000000006,1.0,1.0,2000.0,267.737065125808,0.0,26.116690125807978,29.143782894736848,1258.3891950657896,0.0,12.791015625000009,4.3359375,0.7708333333333334,5199.51460998422,1299.8786524960549,12.791015625000009,4.3359375,0.0,897.630859375,4370815.563203125,50000.0,0.0,0.015028786463060745,0.9849712135369392,0.5268150273581578,315.96328124999997,0.0,1.8311198637031956,317.7944011137032,0.5385234207163648,,
2024-01-09,568.9686145833333,909.1901041666666,349.07447916666666,10.428697399999999,2.9500000000000006,1.0,1.0,2000.0,215.2891415063048,0.0,32.150321271929805,38.68980545504386,1076.4758556743423,0.0,0.0,0.0,0.0,5199.51460998422,1299.8786524960549,0.0,0.0,0.0,909.1901041666666,4283175.014374999,50000.0,0.0,0.0,1.0,0.601208952738035,349.07447916666666,0.0,0.0,349.07447916666666,0.6004664924408986,,
2024-01-10,567.54246875,906.75,368.02552083333336,10.2932123,2.9500000000000006,1.0,1.0,2000.0,207.20730355494,0.0,50.058741054940015,44.5983004385965,931.4947850054826,0.0,0.0,0.0,0.0,5199.51460998422,1299.8786524960549,0.0,0.0,0.0,906.75,4195578.454479166,50000.0,0.0,0.0,1.0,0.616745422120355,368.02552083333336,0.0,0.0,368.02552083333336,0.6458073206571345,,
