DateTime,production_kWh,demand_kWh,spot_price_rp_per_kWh,cost_opt__grid_import_kWh,cost_opt__grid_export_kWh,cost_opt__battery_charge_kWh,cost_opt__battery_discharge_kWh,cost_opt__battery_soc_kWh,emissions_opt__grid_import_kWh,emissions_opt__grid_export_kWh,emissions_opt__battery_charge_kWh,emissions_opt__battery_discharge_kWh,emissions_opt__battery_soc_kWh,cost_opt__step_cost_rp,emissions_opt__step_cost_rp,cost_opt__step_emissions_kgco2,emissions_opt__step_emissions_kgco2
2024-08-30 13:15:00,1033.5,1917.38,7.1787584,1383.879999942717,0.0,499.9999999436296,9.606344730960651e-10,1149.999999880617,883.8800000003448,3.2510916941561194e-15,1.0375303986006304e-09,7.293001660214578e-10,200.00000007933392,9944.540174179672,6345.160974594512,484.3579999799509,309.3580000001207
2024-08-30 13:30:00,993.4,1865.16,7.1787584,1371.759999949138,0.0,499.9999999500499,9.599558599243376e-10,1624.9999998322055,871.7600000003148,-2.9569244685248864e-14,1.0234315801519738e-09,7.46017730625111e-10,200.00000007956015,9857.533622417895,6258.154422786296,480.1159999821983,305.11600000011015
2024-08-30 13:45:00,993.5,1693.78,7.1787584,1200.279999950994,0.0,499.99999995190575,9.597862886117542e-10,2099.999999785573,700.2800000002851,3.924000511885994e-16,1.0098908907264587e-09,7.629102043375758e-10,200.00000007975663,8626.520131999256,5027.140932354082,420.09799998284785,245.09800000009977
2024-08-30 14:00:00,993.5,1700.504,7.2183056,1152.8134755196284,0.0,445.8094755205846,1.0063280910032623e-09,2523.5190015291196,707.0040000002557,-3.799657093571115e-14,9.96796819587485e-10,7.799615138346457e-10,200.00000007992364,8330.276155609228,5103.370932424281,403.4847164318699,247.45140000008948
2024-08-30 14:15:00,1073.5,1963.144,7.2183056,1334.6339728076491,0.0,444.9899728086057,1.0069820477470268e-09,2946.2594756962867,889.6440000002268,3.864955666543247e-14,9.84073769167542e-10,7.971654499679826e-10,200.00000008006134,9642.695679323893,6421.7222672080725,467.12189048267714,311.37540000007937
2024-08-30 14:30:00,913.5,2000.648,7.2183056,1533.470904803974,0.0,446.3229048049323,1.0085193137619229e-09,3370.2662352599637,1087.1480000001977,-6.457491283368014e-14,9.716665916895678e-10,8.145125464643392e-10,200.0000000801699,11077.98807767971,7847.366496430263,536.7148166813909,380.5018000000692
2024-08-30 14:45:00,873.5,1849.76,7.2183056,1428.6113313029575,0.0,452.35133130391927,1.0124786425602753e-09,3799.9999999976744,976.2600000001705,-4.2980180241384296e-14,9.595447581231449e-10,8.304963382741888e-10,200.000000080251,10321.200199593692,7046.943025057266,500.0139659560351,341.69100000005966
2024-08-30 15:00:00,913.4,1722.12,8.1137672,808.7199999974664,0.0,1.270198305796246e-09,4.003945758305928e-09,3799.999999994877,808.7200000001465,-1.4267390162117834e-14,9.476921369818083e-10,8.433005639668242e-10,200.00000008030798,6561.765809963548,6561.765809985223,283.0519999991132,283.05200000005124
2024-08-30 15:15:00,913.5,1555.684,8.1137672,642.183999999582,0.0,1.6549206958677135e-09,2.1819797474236884e-09,3799.9999999942675,642.1840000001228,2.334160859803224e-14,9.361012464632397e-10,8.561503192973605e-10,200.00000008034115,5210.531475561485,5210.531475565831,224.7643999998537,224.76440000004294
2024-08-30 15:30:00,953.5,1521.548,8.1137672,568.048000000775,0.0,2.256767114732671e-09,1.5597382647947528e-09,3799.9999999948514,568.0480000000965,-5.5489650845788944e-14,9.247563904047695e-10,8.717692373981808e-10,200.0000000803479,4609.009230431964,4609.00923042642,198.81680000027123,198.81680000003377
