DateTime,cost_opt__grid_import_kWh,cost_opt__grid_export_kWh,cost_opt__battery_charge_kWh,cost_opt__battery_discharge_kWh,cost_opt__battery_soc_kWh,emissions_opt__grid_import_kWh,emissions_opt__grid_export_kWh,emissions_opt__battery_charge_kWh,emissions_opt__battery_discharge_kWh,emissions_opt__battery_soc_kWh,cost_opt__monthly_power_tariff_rp,emissions_opt__monthly_power_tariff_rp,cost_opt__battery_fixed_cost_rp,emissions_opt__battery_fixed_cost_rp,cost_opt__runofriver_profit_rp,emissions_opt__runofriver_profit_rp,cost_opt__step_cost_rp,emissions_opt__step_cost_rp,cost_opt__step_emissions_kgco2,emissions_opt__step_emissions_kgco2
2024-05-14 13:30:00,0.0,56.346000000000004,500.0,475.0,10.0,0.0,61.096000000000004,500.0,480.0,185.0,0.0,0.0,0.0,0.0,11903.449999999999,11903.449999999999,-11760.035371672999,-11747.945436548,13.8361001,14.4441001
2024-05-14 13:45:00,0.0,65.33400000000006,500.0,475.0,10.0,0.0,89.08400000000006,500.0,500.0,160.0,0.0,0.0,0.0,0.0,11383.449999999999,11383.449999999999,-11217.158669166998,-11156.708993541999,14.697204100000008,17.737204100000007
2024-05-14 14:00:00,0.0,94.11000000000013,500.0,475.0,10.0,0.0,117.86000000000013,500.0,500.0,135.0,0.0,0.0,0.0,0.0,11379.550000000001,11379.550000000001,-11135.86589506,-11074.36873756,18.378361900000016,21.418361900000015
2024-05-14 14:15:00,0.0,38.85400000000004,500.0,475.0,10.0,0.0,62.60400000000004,500.0,500.0,110.0,0.0,0.0,0.0,0.0,11639.550000000001,11639.550000000001,-11538.943239684,-11477.446082184,11.450273900000006,14.490273900000005
2024-05-14 14:30:00,0.0,46.03200000000015,500.0,408.14736842105265,76.85263157894735,0.0,133.29200000000014,500.0,500.0,85.0,0.0,0.0,0.0,0.0,11899.550000000001,11899.550000000001,-11780.356856672,-11554.409826632002,12.51373790000002,23.683017900000017
2024-05-14 14:45:00,0.0,0.0,500.0,361.85263157894735,190.0,0.0,131.24,500.0,500.0,60.0,0.0,0.0,0.0,0.0,11638.9,11638.9,-11638.9,-11299.07318104,6.4766002,23.275320200000003
2024-05-14 15:00:00,0.0,90.67399999999998,500.0,475.0,190.0,0.0,114.42399999999998,500.0,500.0,35.0,0.0,0.0,0.0,0.0,10598.9,10598.9,-10473.5113774934,-10440.6686686184,17.504152199999996,20.5441522
2024-05-14 15:15:00,0.0,159.1780000000001,500.0,475.0,190.0,0.0,182.9280000000001,500.0,500.0,10.0,0.0,0.0,0.0,0.0,10079.550000000001,10079.550000000001,-9859.430559439801,-9826.587850564802,25.983665900000016,29.023665900000015
2024-05-14 15:30:00,0.0,178.11400000000003,500.0,475.0,190.0,0.0,178.11400000000003,500.0,475.0,10.0,0.0,0.0,0.0,0.0,10079.550000000001,10079.550000000001,-9833.2448947974,-9833.2448947974,28.407473900000006,28.407473900000006
2024-05-14 15:45:00,0.0,280.11799999999994,500.0,475.0,190.0,0.0,280.11799999999994,500.0,475.0,10.0,0.0,0.0,0.0,0.0,11378.9,11378.9,-10991.5385715938,-10991.5385715938,42.18702419999999,42.18702419999999
