net_annual_profit_chf,annual_import_emissions_kgco2,annual_export_emissions_kgco2,annual_runofriver_emissions_kgco2,annual_emissions_burden_kgco2,annual_grid_import_kwh,annual_grid_export_kwh,annual_grid_use_h,annual_production_kwh,annual_woodchip_heat_kwhth,annual_import_cost_chf,annual_export_revenue_chf,annual_runofriver_profit_chf,annual_woodchip_cost_chf,annual_thermal_revenue_chf,annual_power_cost_chf,annual_woodchip_emissions_kgco2,power_tariff_chf_per_kw_per_month,interval_count
1351644.5955659158,347451.936768,1158121.5650560001,78041.66862015001,6741664.10984415,2714468.256,9047824.727,2940.57324575,21576352.950000003,15764208.25,348389.82271321386,195523.04659912962,814354.334495,873179.4949675,1563336.5321524998,0.0,5158048.9394,5.02,35262
