DateTime,load_kWh,heatdemand_kWhth,production_kWh,spot price [Rp/kWh],cop_monthly,battery_installed,battery_capacity_kwh,grid_import_kWh,grid_export_kWh,battery_charge_kWh,battery_discharge_kWh,battery_soc_kWh,prod_for_local_demand_kWh,woodchip_boiler_heat_kWhth,heatpump_heat_kWhth,heatpump_elec_kWh,heatpump_on,heatpump_nominal_kwth,heatpump_nominal_kWhth,Q_HP_kWhth,E_elec_HP_kWh,ptes_charge_kWhth,ptes_discharge_kWhth,ptes_soc_kWhth,ptes_volume_m3,woodchip_heat_supply_share,heatpump_heat_supply_share,ptes_discharge_supply_share
2024-01-01 02:30:00,684.592,994.5,507.95,1.326032,2.95,1.0,20000.0,451.22166101694705,0.0,0.0,0.0,10000.0,0.0,0.0,810.0099999999939,274.57966101694706,1.0,20556.170656043927,5139.042664010982,810.0099999999939,274.57966101694706,0.0,184.49000000000615,480902.4475000006,5000.0,0.0,0.8144896933132165,0.18551030668678345
2024-01-01 02:45:00,672.787,1019.0,507.975,1.326032,2.95,1.0,20000.0,439.2416610169471,0.0,0.0,0.0,10000.0,0.0,0.0,809.567499999994,274.4296610169471,1.0,20556.170656043927,5139.042664010982,809.567499999994,274.4296610169471,0.0,209.43250000000603,480693.0150000006,5000.0,0.0,0.7944725220804651,0.20552747791953488
2024-01-01 03:00:00,611.856,985.5,518.1,1.052862,2.95,1.0,20000.0,368.0356610169471,0.0,0.0,0.0,10000.0,0.0,0.0,809.124999999994,274.2796610169471,1.0,20556.170656043927,5139.042664010982,809.124999999994,274.2796610169471,0.0,176.37500000000603,480516.6400000006,5000.0,0.0,0.8210299340436266,0.17897006595637344
2024-01-01 03:15:00,571.8,884.0,378.125,1.052862,2.95,1.0,20000.0,467.8046610169471,0.0,0.0,0.0,10000.0,0.0,0.0,808.6824999999941,274.1296610169471,1.0,20556.170656043927,5139.042664010982,808.6824999999941,274.1296610169471,0.0,75.31750000000591,480441.3225000006,5000.0,0.0,0.9147992081447897,0.0852007918552103
2024-01-01 03:30:00,550.63,1039.25,348.1,1.052862,2.95,1.0,20000.0,476.5096610169471,0.0,0.0,0.0,10000.0,0.0,0.0,808.2399999999941,273.97966101694715,1.0,20556.170656043927,5139.042664010982,808.2399999999941,273.97966101694715,0.0,231.0100000000059,480210.3125000006,5000.0,0.0,0.7777146980995854,0.22228530190041462
2024-01-01 03:45:00,503.902,1067.75,318.125,1.052862,2.95,1.0,20000.0,459.60666101694716,0.0,0.0,0.0,10000.0,0.0,0.0,807.7974999999942,273.82966101694717,1.0,20556.170656043927,5139.042664010982,807.7974999999942,273.82966101694717,0.0,259.9525000000058,479950.36000000057,5000.0,0.0,0.7565417934909803,0.2434582065090197
2024-01-01 04:00:00,483.266,1017.75,318.125,1.05101,2.95,1.0,20000.0,438.8206610169472,0.0,0.0,0.0,10000.0,0.0,0.0,807.3549999999942,273.6796610169472,1.0,20556.170656043927,5139.042664010982,807.3549999999942,273.6796610169472,0.0,210.39500000000578,479739.96500000055,5000.0,0.0,0.7932743797592672,0.20672562024073277
2024-01-01 04:15:00,459.65,976.5,318.1,1.05101,2.95,1.0,20000.0,415.07966101694717,0.0,0.0,0.0,10000.0,0.0,0.0,806.9124999999943,273.5296610169472,1.0,20556.170656043927,5139.042664010982,806.9124999999943,273.5296610169472,0.0,169.58750000000566,479570.3775000005,5000.0,0.0,0.8263312852022472,0.17366871479775287
2024-01-01 04:30:00,419.23,1020.0,318.125,1.05101,2.95,1.0,20000.0,374.48466101694726,0.0,0.0,0.0,10000.0,0.0,0.0,806.4699999999945,273.37966101694724,1.0,20556.170656043927,5139.042664010982,806.4699999999945,273.37966101694724,0.0,213.53000000000554,479356.8475000005,5000.0,0.0,0.7906568627450926,0.20934313725490739
2024-01-01 04:45:00,408.473,982.75,318.1,1.05101,2.95,1.0,20000.0,363.60266101694725,0.0,0.0,0.0,10000.0,0.0,0.0,806.0274999999945,273.22966101694726,1.0,20556.170656043927,5139.042664010982,806.0274999999945,273.22966101694726,0.0,176.72250000000554,479180.12500000047,5000.0,0.0,0.8201755278555019,0.17982447214449812
2024-01-01 05:00:00,397.089,1075.5,317.95,1.054714,2.95,1.0,20000.0,352.2186610169473,0.0,0.0,0.0,10000.0,0.0,0.0,805.5849999999946,273.0796610169473,1.0,20556.170656043927,5139.042664010982,805.5849999999946,273.0796610169473,0.0,269.9150000000054,478910.2100000005,5000.0,0.0,0.7490330079032957,0.25096699209670426
2024-01-01 05:15:00,440.289,1063.25,347.95,1.054714,2.95,1.0,20000.0,365.2686610169473,0.0,0.0,0.0,10000.0,0.0,0.0,805.1424999999946,272.9296610169473,1.0,20556.170656043927,5139.042664010982,805.1424999999946,272.9296610169473,0.0,258.1075000000054,478652.1025000005,5000.0,0.0,0.7572466494239309,0.24275335057606906
2024-01-01 05:30:00,422.941,1110.25,327.975,1.054714,2.95,1.0,20000.0,367.7456610169473,0.0,0.0,0.0,10000.0,0.0,0.0,804.7,272.77966101694733,1.0,20556.170656043927,5139.042664010982,804.7,272.77966101694733,0.0,305.55,478346.5525000005,5000.0,0.0,0.724791713578023,0.27520828642197703
2024-01-01 05:45:00,402.18,1039.25,318.125,1.054714,2.95,1.0,20000.0,356.68466101694736,0.0,0.0,0.0,10000.0,0.0,0.0,804.2574999999947,272.62966101694735,1.0,20556.170656043927,5139.042664010982,804.2574999999947,272.62966101694735,0.0,234.9925000000053,478111.5600000005,5000.0,0.0,0.7738826076497424,0.22611739235025768
2024-01-01 06:00:00,404.986,1133.5,298.125,1.050084,2.95,1.0,20000.0,379.34066101694737,0.0,0.0,0.0,10000.0,0.0,0.0,803.8149999999948,272.4796610169474,1.0,20556.170656043927,5139.042664010982,803.8149999999948,272.4796610169474,0.0,329.6850000000052,477781.8750000005,5000.0,0.0,0.7091442434935993,0.29085575650640066
2024-01-01 06:15:00,428.261,1267.25,318.15,1.050084,2.95,1.0,20000.0,382.44066101694744,0.0,0.0,0.0,10000.0,0.0,0.0,803.3724999999948,272.3296610169474,1.0,20556.170656043927,5139.042664010982,803.3724999999948,272.3296610169474,0.0,463.87750000000517,477317.9975000005,5000.0,0.0,0.6339494969421936,0.3660505030578064
2024-01-01 06:30:00,439.451,1258.5,398.125,1.050084,2.95,1.0,20000.0,313.50566101694744,0.0,0.0,0.0,10000.0,0.0,0.0,802.929999999995,272.1796610169474,1.0,20556.170656043927,5139.042664010982,802.929999999995,272.1796610169474,0.0,455.57000000000505,476862.4275000005,5000.0,0.0,0.6380055621771911,0.36199443782280893
2024-01-01 06:45:00,427.618,1285.75,438.125,1.050084,2.95,1.0,20000.0,261.52266101694744,0.0,0.0,0.0,10000.0,0.0,0.0,802.487499999995,272.02966101694744,1.0,20556.170656043927,5139.042664010982,802.487499999995,272.02966101694744,0.0,483.26250000000505,476379.1650000005,5000.0,0.0,0.6241396072331284,0.3758603927668715
2024-01-01 07:00:00,437.551,1264.75,478.125,0.769506,2.95,1.0,20000.0,231.30566101694745,0.0,0.0,0.0,10000.0,0.0,0.0,802.0449999999951,271.87966101694747,1.0,20556.170656043927,5139.042664010982,802.0449999999951,271.87966101694747,0.0,462.70500000000493,475916.4600000005,5000.0,0.0,0.6341529946629729,0.365847005337027
2024-01-01 07:15:00,454.55,1269.75,538.1,0.769506,2.95,1.0,20000.0,188.17966101694748,0.0,0.0,0.0,10000.0,0.0,0.0,801.6024999999952,271.7296610169475,1.0,20556.170656043927,5139.042664010982,801.6024999999952,271.7296610169475,0.0,468.1475000000048,475448.31250000047,5000.0,0.0,0.6313073439653437,0.3686926560346563
2024-01-01 07:30:00,413.583,1245.25,498.125,0.769506,2.95,1.0,20000.0,187.03766101694754,0.0,0.0,0.0,10000.0,0.0,0.0,801.1599999999952,271.5796610169475,1.0,20556.170656043927,5139.042664010982,801.1599999999952,271.5796610169475,0.0,444.0900000000048,475004.22250000044,5000.0,0.0,0.6433728167034694,0.35662718329653065
2024-01-01 07:45:00,427.926,1256.75,478.1,0.769506,2.95,1.0,20000.0,221.2556610169475,0.0,0.0,0.0,10000.0,0.0,0.0,800.7174999999953,271.42966101694753,1.0,20556.170656043927,5139.042664010982,800.7174999999953,271.42966101694753,0.0,456.0325000000047,474548.1900000004,5000.0,0.0,0.63713347921225,0.3628665207877499
2024-01-01 08:00:00,443.187,1267.75,438.125,0.788026,2.95,1.0,20000.0,276.34166101694757,0.0,0.0,0.0,10000.0,0.0,0.0,800.2749999999953,271.27966101694756,1.0,20556.170656043927,5139.042664010982,800.2749999999953,271.27966101694756,0.0,467.4750000000047,474080.71500000043,5000.0,0.0,0.6312561624926013,0.3687438375073987
2024-01-01 08:15:00,457.012,1215.0,418.025,0.788026,2.95,1.0,20000.0,310.1166610169476,0.0,0.0,0.0,10000.0,0.0,0.0,799.8324999999954,271.1296610169476,1.0,20556.170656043927,5139.042664010982,799.8324999999954,271.1296610169476,0.0,415.16750000000457,473665.54750000045,5000.0,0.0,0.6582983539094612,0.3417016460905387
2024-01-01 08:30:00,461.238,1272.25,457.975,0.788026,2.95,1.0,20000.0,274.2426610169476,0.0,0.0,0.0,10000.0,0.0,0.0,799.3899999999954,270.9796610169476,1.0,20556.170656043927,5139.042664010982,799.3899999999954,270.9796610169476,0.0,472.86000000000456,473192.68750000047,5000.0,0.0,0.6283277657693027,0.37167223423069723
2024-01-01 08:45:00,447.948,1221.5,457.95,0.788026,2.95,1.0,20000.0,260.8276610169476,0.0,0.0,0.0,10000.0,0.0,0.0,798.9474999999956,270.8296610169476,1.0,20556.170656043927,5139.042664010982,798.9474999999956,270.8296610169476,0.0,422.55250000000444,472770.1350000005,5000.0,0.0,0.6540708145722436,0.3459291854277564
2024-01-01 09:00:00,488.062,1234.0,498.05,0.984338,2.95,1.0,20000.0,260.69166101694765,0.0,0.0,0.0,10000.0,0.0,0.0,798.5049999999956,270.67966101694765,1.0,20556.170656043927,5139.042664010982,798.5049999999956,270.67966101694765,0.0,435.49500000000444,472334.6400000005,5000.0,0.0,0.6470867098865443,0.3529132901134558
2024-01-01 09:15:00,496.75,1233.25,478.1,0.984338,2.95,1.0,20000.0,289.17966101694765,0.0,0.0,0.0,10000.0,0.0,0.0,798.0624999999957,270.52966101694767,1.0,20556.170656043927,5139.042664010982,798.0624999999957,270.52966101694767,0.0,435.1875000000043,471899.4525000005,5000.0,0.0,0.6471214271234508,0.3528785728765492
2024-01-01 09:30:00,528.316,1237.0,508.1,0.984338,2.95,1.0,20000.0,290.5956610169477,0.0,0.0,0.0,10000.0,0.0,0.0,797.6199999999958,270.3796610169477,1.0,20556.170656043927,5139.042664010982,797.6199999999958,270.3796610169477,0.0,439.3800000000042,471460.0725000005,5000.0,0.0,0.6448019401778462,0.35519805982215374
2024-01-01 09:45:00,526.637,1252.0,508.1,0.984338,2.95,1.0,20000.0,288.76666101694764,0.0,0.0,0.0,10000.0,0.0,0.0,797.1774999999958,270.2296610169477,1.0,20556.170656043927,5139.042664010982,797.1774999999958,270.2296610169477,0.0,454.8225000000042,471005.25,5000.0,0.0,0.6367232428114983,0.3632767571885018
2024-01-01 10:00:00,475.468,1197.5,478.1,0.90285,2.95,1.0,20000.0,267.44766101694773,0.0,0.0,0.0,10000.0,0.0,0.0,796.7349999999959,270.07966101694774,1.0,20556.170656043927,5139.042664010982,796.7349999999959,270.07966101694774,0.0,400.7650000000041,470604.48500000045,5000.0,0.0,0.6653319415448817,0.3346680584551182
2024-01-01 10:15:00,497.194,1200.0,508.1,0.90285,2.95,1.0,20000.0,259.02366101694776,0.0,0.0,0.0,10000.0,0.0,0.0,796.2924999999959,269.92966101694776,1.0,20556.170656043927,5139.042664010982,796.2924999999959,269.92966101694776,0.0,403.7075000000041,470200.77750000043,5000.0,0.0,0.66357708333333,0.33642291666667007
2024-01-01 10:30:00,501.918,1106.25,508.1,0.90285,2.95,1.0,20000.0,263.59766101694777,0.0,0.0,0.0,10000.0,0.0,0.0,795.85,269.7796610169478,1.0,20556.170656043927,5139.042664010982,795.85,269.7796610169478,0.0,310.4,469890.3775000004,5000.0,0.0,0.7194124293785311,0.2805875706214689
2024-01-01 10:45:00,506.925,1135.75,508.1,0.90285,2.95,1.0,20000.0,268.4546610169478,0.0,0.0,0.0,10000.0,0.0,0.0,795.407499999996,269.6296610169478,1.0,20556.170656043927,5139.042664010982,795.407499999996,269.6296610169478,0.0,340.34250000000395,469550.0350000004,5000.0,0.0,0.7003367818622022,0.2996632181377979
2024-01-01 11:00:00,510.447,1133.5,528.1,0.763024,2.95,1.0,20000.0,251.8266610169478,0.0,0.0,0.0,10000.0,0.0,0.0,794.9649999999962,269.47966101694783,1.0,20556.170656043927,5139.042664010982,794.9649999999962,269.47966101694783,0.0,338.53500000000383,469211.5,5000.0,0.0,0.7013365681517391,0.298663431848261
2024-01-01 11:15:00,501.6,1098.25,538.1,0.763024,2.95,1.0,20000.0,232.82966101694785,0.0,0.0,0.0,10000.0,0.0,0.0,794.5224999999962,269.32966101694785,1.0,20556.170656043927,5139.042664010982,794.5224999999962,269.32966101694785,0.0,303.72750000000383,468907.77250000037,5000.0,0.0,0.7234441156385123,0.27655588436148765
2024-01-01 11:30:00,483.265,1091.75,528.125,0.763024,2.95,1.0,20000.0,224.31966101694786,0.0,0.0,0.0,10000.0,0.0,0.0,794.0799999999963,269.1796610169479,1.0,20556.170656043927,5139.042664010982,794.0799999999963,269.1796610169479,0.0,297.6700000000037,468610.1025000004,5000.0,0.0,0.7273460041218194,0.2726539958781806
2024-01-01 11:45:00,485.663,1084.25,527.925,0.763024,2.95,1.0,20000.0,226.76766101694795,0.0,0.0,0.0,10000.0,0.0,0.0,793.6374999999963,269.0296610169479,1.0,20556.170656043927,5139.042664010982,793.6374999999963,269.0296610169479,0.0,290.6125000000037,468319.4900000004,5000.0,0.0,0.7319691030666325,0.2680308969333675
2024-01-01 12:00:00,479.631,1057.25,557.95,0.991746,2.95,1.0,20000.0,190.56066101694785,0.0,0.0,0.0,10000.0,0.0,0.0,793.1949999999964,268.8796610169479,1.0,20556.170656043927,5139.042664010982,793.1949999999964,268.8796610169479,0.0,264.0550000000036,468055.4350000004,5000.0,0.0,0.7502435563963078,0.2497564436036922
2024-01-01 12:15:00,482.23,1141.0,517.975,0.991746,2.95,1.0,20000.0,232.98466101694794,0.0,0.0,0.0,10000.0,0.0,0.0,792.7524999999965,268.72966101694794,1.0,20556.170656043927,5139.042664010982,792.7524999999965,268.72966101694794,0.0,348.24750000000347,467707.1875000004,5000.0,0.0,0.6947874671340899,0.30521253286591016
2024-01-01 12:30:00,501.79,1101.5,518.125,0.991746,2.95,1.0,20000.0,252.244661016948,0.0,0.0,0.0,10000.0,0.0,0.0,792.3099999999965,268.57966101694797,1.0,20556.170656043927,5139.042664010982,792.3099999999965,268.57966101694797,0.0,309.19000000000347,467397.9975000004,5000.0,0.0,0.7193009532455711,0.2806990467544289
2024-01-01 12:45:00,493.246,1150.5,518.1,0.991746,2.95,1.0,20000.0,243.57566101694795,0.0,0.0,0.0,10000.0,0.0,0.0,791.8674999999967,268.429661016948,1.0,20556.170656043927,5139.042664010982,791.8674999999967,268.429661016948,0.0,358.63250000000335,467039.3650000004,5000.0,0.0,0.6882811820947385,0.3117188179052615
2024-01-01 13:00:00,485.223,1000.75,528.125,0.862106,2.95,1.0,20000.0,225.37766101694803,0.0,0.0,0.0,10000.0,0.0,0.0,791.4249999999967,268.279661016948,1.0,20556.170656043927,5139.042664010982,791.4249999999967,268.279661016948,0.0,209.32500000000334,466830.0400000004,5000.0,0.0,0.7908318760929269,0.20916812390707304
2024-01-01 13:15:00,480.649,1050.75,538.125,0.862106,2.95,1.0,20000.0,210.65366101694804,0.0,0.0,0.0,10000.0,0.0,0.0,790.9824999999968,268.12966101694803,1.0,20556.170656043927,5139.042664010982,790.9824999999968,268.12966101694803,0.0,259.7675000000032,466570.27250000037,5000.0,0.0,0.752778967404232,0.247221032595768
2024-01-01 13:30:00,448.997,1050.0,508.125,0.862106,2.95,1.0,20000.0,208.85166101694807,0.0,0.0,0.0,10000.0,0.0,0.0,790.5399999999968,267.97966101694806,1.0,20556.170656043927,5139.042664010982,790.5399999999968,267.97966101694806,0.0,259.4600000000032,466310.81250000035,5000.0,0.0,0.7528952380952351,0.24710476190476496
2024-01-01 13:45:00,466.785,998.75,528.125,0.862106,2.95,1.0,20000.0,206.4896610169481,0.0,0.0,0.0,10000.0,0.0,0.0,790.0974999999969,267.8296610169481,1.0,20556.170656043927,5139.042664010982,790.0974999999969,267.8296610169481,0.0,208.6525000000031,466102.1600000003,5000.0,0.0,0.7910863579474312,0.20891364205256882
2024-01-01 14:00:00,433.669,1034.0,518.1,1.065826,2.95,1.0,20000.0,183.24866101694806,0.0,0.0,0.0,10000.0,0.0,0.0,789.6549999999969,267.6796610169481,1.0,20556.170656043927,5139.042664010982,789.6549999999969,267.6796610169481,0.0,244.3450000000031,465857.8150000003,5000.0,0.0,0.7636895551257223,0.23631044487427766
2024-01-01 14:15:00,431.396,1089.5,518.125,1.065826,2.95,1.0,20000.0,180.80066101694814,0.0,0.0,0.0,10000.0,0.0,0.0,789.212499999997,267.5296610169481,1.0,20556.170656043927,5139.042664010982,789.212499999997,267.5296610169481,0.0,300.287500000003,465557.5275000003,5000.0,0.0,0.7243804497475879,0.2756195502524121
2024-01-01 14:30:00,468.255,1026.0,538.025,1.065826,2.95,1.0,20000.0,197.60966101694817,0.0,0.0,0.0,10000.0,0.0,0.0,788.7699999999971,267.37966101694815,1.0,20556.170656043927,5139.042664010982,788.7699999999971,267.37966101694815,0.0,237.23000000000286,465320.29750000034,5000.0,0.0,0.7687816764132526,0.23121832358674743
2024-01-01 14:45:00,439.2,1092.0,517.95,1.065826,2.95,1.0,20000.0,188.4796610169481,0.0,0.0,0.0,10000.0,0.0,0.0,788.3274999999971,267.22966101694817,1.0,20556.170656043927,5139.042664010982,788.3274999999971,267.22966101694817,0.0,303.67250000000286,465016.62500000035,5000.0,0.0,0.7219116300366274,0.2780883699633726
