pareto_point,scenario,source_file,battery_installed,ptes_installed,net_annual_profit_chf,annual_emissions_burden_kgco2,annual_grid_import_kwh,annual_grid_export_kwh,annual_grid_use_h,annual_battery_charge_kwh,annual_battery_discharge_kwh,annual_battery_throughput_emissions_kgco2,annual_woodchip_heat_kwhth,annual_heatpump_heat_kwhth,annual_heatpump_nominal_kwhth,annual_heatpump_fixed_cost_rp,annual_ptes_volume_m3,annual_ptes_fixed_cost_rp,annual_thermal_revenue_chf
0,current_state,/workspaces/BAT/AEM Python Sim/Data Sorting/DATA/AEM TOTAL 2024_corrected.csv,0.0,0.0,4784187.6340277465,5417128.7595445,10903982.647999998,21320885.232,8056.2169699999995,0.0,0.0,0.0,63056833.0,0.0,0.0,0.0,0.0,0.0,6253346.128609999
