annual_cost_burden_chf,net_annual_profit_chf,annual_import_emissions_kgco2,annual_export_emissions_kgco2,annual_runofriver_emissions_kgco2,annual_emissions_burden_kgco2,annual_grid_import_kwh,annual_grid_export_kwh,annual_grid_use_h,annual_production_kwh,annual_import_cost_chf,annual_export_revenue_chf,annual_runofriver_profit_chf,annual_power_cost_chf,power_tariff_chf_per_kw_per_month,interval_count
-3681032.016027663,3681032.016027663,1389807.747072,4632486.260224001,312166.67448060005,6334460.681776601,10857873.024,36191298.908,11762.292983,86305411.80000001,1154686.0843248556,1578300.7623725184,3257417.33798,0.0,11.43,35262
