DateTime,cost_opt__grid_import_kWh,cost_opt__grid_export_kWh,cost_opt__battery_charge_kWh,cost_opt__battery_discharge_kWh,cost_opt__battery_soc_kWh,emissions_opt__grid_import_kWh,emissions_opt__grid_export_kWh,emissions_opt__battery_charge_kWh,emissions_opt__battery_discharge_kWh,emissions_opt__battery_soc_kWh,cost_opt__step_cost_rp,emissions_opt__step_cost_rp,cost_opt__step_emissions_kgco2,emissions_opt__step_emissions_kgco2
2024-02-21 12:00:00,399.89600191817823,0.0,1.9192134532719507e-06,1.0894387202260714e-09,200.00000185148278,375.47614398763847,2.978078395351894e-09,2.8811262542041824e-08,25.705111625421694,1478.6207227781094,2304.2443517551583,2164.048570772392,139.96360067136237,131.41665039567346
2024-02-21 12:15:00,517.292000969967,0.0,9.71002707031432e-07,1.0900377955943771e-09,200.0000027728453,491.9875256266037,-3.6619470476784155e-15,2.9331893467863992e-08,26.636288844976942,1451.984433960991,2980.692894436497,2835.4184750782697,181.05220033948845,172.1956339693113
2024-02-21 12:30:00,543.1560007119583,0.0,7.129942882350138e-07,1.090440655333218e-09,200.00000344909944,516.4780894747023,4.976672286077788e-14,2.9182050525068497e-08,28.082011109978684,1423.9024228787384,3129.724080120663,2976.56468788777,190.1046002491854,180.7673313161458
2024-02-21 12:45:00,493.41600059115916,0.0,5.921954901733084e-07,1.0907810015739917e-09,200.00000401059438,466.18380815792096,-2.326754782767948e-14,2.915657954798861e-08,28.66546512761635,1395.2369577788206,2843.116777762189,2686.775225944165,172.6956002069057,163.16433285527233
2024-02-21 13:00:00,475.7680000298615,0.0,3.0931733241163634e-08,1.1265826232510247e-09,200.00000403885292,448.9736676518992,-1.2026485493241146e-14,2.9290214290095392e-08,28.204560397253744,1367.0323974093903,2751.381092981331,2596.992729423161,166.5188000104515,157.1407836781647
2024-02-21 13:15:00,470.72800002962623,0.0,3.0696954894226386e-08,1.126920135197584e-09,200.00000406688812,444.6822505224218,2.944991134962681e-09,2.8962598324516232e-08,27.41657843103752,1339.6158190058786,2722.234616739966,2572.1595714731,164.75480001036917,155.6387876828476
2024-02-21 13:30:00,431.4880000293947,0.0,3.04654991260464e-08,1.1272607110994828e-09,200.0000040947031,406.57701803618045,2.9421310646820294e-09,2.9263211328217154e-08,26.222086311605214,1313.3937327220724,2495.3084802986223,2351.7719409005936,151.02080001028813,142.30195631266315
2024-02-21 13:45:00,452.7360000291666,0.0,3.0237692972331226e-08,1.127601773266056e-09,200.0000041223013,428.0337741883647,2.9288278972493687e-09,2.935943128019934e-08,26.002342993603854,1287.391389756346,2618.1863229852984,2475.852632021835,158.4576000102083,149.81182096592764
2024-02-21 14:00:00,382.7280000014552,0.0,3.0269879244208125e-09,1.6545577044405936e-09,200.0000041235224,357.7753659894521,2.950964552957732e-09,2.937285373570209e-08,26.265930571443988,1261.1254592128053,2291.582369096807,2142.703891354728,133.95480000050932,125.22137809630823
2024-02-21 14:15:00,446.8360000014522,0.0,3.0246829675769325e-09,1.655297907532556e-09,200.0000041247405,421.7754288086557,2.9233724643774276e-09,2.9411871351473417e-08,26.379548656504795,1234.7459105842465,2675.428762664789,2525.9062838463256,156.39260000050825,147.6214000830295
2024-02-21 14:30:00,339.87200000144924,0.0,3.0223941269104555e-09,1.6560390532298873e-09,200.00000412595577,314.42275857099685,2.957580146637157e-09,2.932944268645133e-08,26.788675222410784,1207.9572353897038,2034.982240520771,1883.1407827401356,118.95520000050722,110.04796549984889
2024-02-21 14:45:00,268.4720000014462,0.0,3.0201206777406495e-09,1.6567818757542985e-09,200.0000041271681,242.36010924185842,2.9659766669055086e-09,2.9311507129955398e-08,27.486200832020042,1180.4710345855215,1607.4750261207525,1451.6799086446583,93.96520000050616,84.82603823465044
2024-02-21 15:00:00,275.2959999978445,0.0,1.4509562422805166e-09,3.796306388985284e-09,200.0000041247502,249.25721669756402,2.960262024604473e-09,2.925530152554862e-08,27.40924561542273,1153.061788997891,1716.141581266668,1554.369068629798,96.35359999924556,87.2400258441474
2024-02-21 15:15:00,252.6039999978403,0.0,1.450432924454811e-09,3.800197803628062e-09,200.0000041223279,226.6302639601143,2.957677680543022e-09,2.9219317609913012e-08,27.340774812697628,1125.7210142129559,1574.684078206642,1413.315688104281,88.4113999992441,79.32059238603999
2024-02-21 15:30:00,255.019999997836,0.0,1.4499103282198614e-09,3.8040888377158764e-09,200.00000411990123,228.60151506665088,2.9511369881304265e-09,2.922344956245138e-08,27.80893154265652,1097.9120826980648,1589.7449510866152,1425.6134462431046,89.2569999992426,80.0105302733278
2024-02-21 15:45:00,215.03199999783172,0.0,1.4493886705787325e-09,3.8079883055413405e-09,200.00000411747016,188.4757090269344,2.9467285582918026e-09,2.913830829130216e-08,27.95399053173744,1069.9580921940128,1340.4675567465886,1175.479897103497,75.2611999992411,65.96649815942703
2024-02-21 16:00:00,196.2959999910884,0.0,1.1533380736724035e-09,1.0594730264325627e-08,200.0000041079711,169.0112870730488,2.9407449055637684e-09,2.9063229676021003e-08,28.72075048311076,1041.23734173852,1247.5657057115968,1074.7312273567886,68.70359999688094,59.15395047556708
2024-02-21 16:15:00,182.97599999105967,0.0,1.1530068230204953e-09,1.062470285904428e-08,200.00000409844176,154.26192960255457,2.9366070329291723e-09,2.895703802536045e-08,30.225337294041246,1011.0120044719871,1162.910006151415,981.0212909605087,64.04159999687089,53.9916753608941
2024-02-21 16:30:00,129.34399999103044,0.0,1.1526752360219682e-09,1.0654790426681271e-08,200.000004088882,101.02652386657881,2.9357379756345114e-09,2.8594023936817647e-08,29.807869647316604,981.2041348518366,822.0500602952299,642.6735636841893,45.270399996860654,35.35928335330258
2024-02-21 16:45:00,134.6799999910016,0.0,1.152343543232414e-09,1.0685034190121082e-08,200.0000040792917,102.66850396355727,3.013339913178611e-09,2.8298388408091882e-08,33.696311650267916,947.5078232284511,855.9631843830472,653.1869912154391,47.13799999685056,35.93397638724504
2024-02-21 17:00:00,0.0,12.152000031621345,1.068659923384287e-09,3.4410484919377565e-08,200.00000404589645,2.9032702995120032e-08,3.5455443025966815e-09,12.152000054614412,3.066022080490459e-08,959.052223249681,-77.79870826573445,0.24304016487764693,0.0,1.0161446048292011e-08
2024-02-21 17:15:00,0.0,606.3720000319208,1.0683718672249579e-09,3.472539066625563e-08,200.000004012186,0.0,106.37200000280359,500.0,2.951026090158848e-09,1434.0522232467345,-3882.0735853076458,-671.00758512189,0.0,0.0
2024-02-21 17:30:00,0.0,572.2440000322258,1.0680829666618718e-09,3.5046336022484526e-08,200.00000397815435,0.0,72.24400000289802,500.0,3.0506157600029837e-09,1909.052223243694,-3663.5816244135917,-452.5156242264925,0.0,0.0
2024-02-21 17:45:00,0.0,303.0680000325355,1.0677957569527313e-09,3.537167784194162e-08,200.00000394379708,2.8921454119529852e-08,6.006303010508418e-09,303.06800005320537,3.188417538579338e-08,2196.966823262359,-1940.281341183568,6.061360148407613,0.0,1.0122508941835448e-08
2024-02-21 18:00:00,2.555999476103846,0.0,1.0369203754775945e-09,5.525611730533564e-07,200.00000339222098,1.2408225833577011,3.337041214592027e-09,2.9243613182004715e-08,1.384397314971572,2195.5824259751816,16.412461159055123,7.995198338229124,0.894599816636346,0.43428790417519536
2024-02-21 18:15:00,121.04799937101416,0.0,1.0366185397456219e-09,6.631813007224041e-07,200.00000273002448,89.63354660018636,3.126536821893575e-09,2.87268453322742e-08,33.067845717543996,2162.514580284938,777.2676032704707,576.2119839137293,42.36679977985495,31.371741310065225
2024-02-21 18:30:00,144.3439991580792,0.0,1.0362598823872521e-09,8.873227719391474e-07,200.00000184368614,112.50691431727537,3.058320782441202e-09,2.9179713681730304e-08,33.51272180522343,2129.001858507432,926.8547588996659,723.0942522992516,50.52039970532772,39.377420011046375
2024-02-21 18:45:00,139.33599835300362,0.0,1.0357600664732264e-09,1.7347704648340567e-06,200.00000010989964,110.14827551381961,3.0221386247480594e-09,2.9218173128891557e-08,30.723920545705774,2098.2779379894855,894.697624531102,707.8932980042066,48.76759942355126,38.55189642983686
2024-02-21 19:00:00,143.6279999900881,0.0,1.1432706884060423e-09,1.1637173728991368e-08,200.00000009934857,115.25525155936312,3.0093041774573084e-09,2.925413929494498e-08,29.866051024105772,2068.411886993162,912.4227229772886,732.777052478085,50.269799996530836,40.33933804577709
2024-02-21 19:15:00,126.76399998860742,0.0,1.130902245439179e-09,1.3182740252063244e-08,200.0000000872402,101.29746496837039,2.998791503230078e-09,2.9110815914166468e-08,26.806879014462464,2041.6050080063692,805.2911274479129,644.0465173170884,44.367399996012594,35.45411273892964
2024-02-21 19:30:00,170.9119999863545,0.0,1.117216763898846e-09,1.5539517343038378e-08,200.00000007276205,140.9581341949401,2.9911214702998956e-09,2.938348286039838e-08,31.530385092036116,2010.0746229422398,1085.7492440736476,896.0925276209389,59.81919999522407,49.33534696822903
2024-02-21 19:45:00,176.69999998228016,0.0,1.1013227956826414e-09,1.981154216937689e-08,200.00000005399676,146.34041365140405,2.9867970512489645e-09,2.937921681777397e-08,31.957459348380826,1978.1171636217769,1122.51855588785,930.2929681635825,61.844999993798055,51.21914477799142
2024-02-21 20:00:00,195.35999999377782,0.0,1.212728739072343e-09,7.826356148224467e-09,200.0000000473225,163.31344020533803,2.983152578829801e-09,2.9390290014495507e-08,33.733220870563734,1944.383942779136,1227.4970874810851,1026.8149807635266,68.37599999782223,57.159704071868305
2024-02-21 20:15:00,172.09599999225242,0.0,1.1842800766198765e-09,9.401971549178809e-09,200.00000003904557,141.2884374017772,2.981888522939676e-09,2.9142771742313948e-08,32.42901329510259,1911.9549295117195,1081.3233966235316,888.4001435715275,60.233599997288344,49.450953090622015
2024-02-21 20:30:00,0.0,26.07200001068492,1.151573678727152e-09,1.2459346252630121e-08,200.00000002768024,2.9950504182519244e-08,3.540730375561907e-09,26.072000055596384,3.0722625584463526e-08,1936.7233295338106,-163.8170765708639,0.5214401676657763,0.0,1.0482676463881734e-08
