DateTime,cost_opt__grid_import_kWh,cost_opt__grid_export_kWh,cost_opt__battery_charge_kWh,cost_opt__battery_discharge_kWh,cost_opt__battery_soc_kWh,emissions_opt__grid_import_kWh,emissions_opt__grid_export_kWh,emissions_opt__battery_charge_kWh,emissions_opt__battery_discharge_kWh,emissions_opt__battery_soc_kWh,cost_opt__monthly_power_tariff_rp,emissions_opt__monthly_power_tariff_rp,cost_opt__battery_fixed_cost_rp,emissions_opt__battery_fixed_cost_rp,cost_opt__runofriver_profit_rp,emissions_opt__runofriver_profit_rp,cost_opt__step_cost_rp,emissions_opt__step_cost_rp,cost_opt__step_emissions_kgco2,emissions_opt__step_emissions_kgco2
2024-01-01 00:00:00,81.64800000000005,0.0,0.0,149.74736842105295,850.2526315789471,223.90800000000036,0.0,0.0,0.0,1000.0,9380591.855999999,11552291.855999999,121200000.0,121200000.0,13466.05,13466.05,130567410.33474666,132739606.08552438,17.944282900000005,36.15356290000005
2024-01-01 00:15:00,0.0,0.0,0.0,407.8021052631577,442.45052631578943,387.4119999999998,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13207.35,13207.35,-13207.35,-11857.288139336,7.3493823,56.93811829999998
2024-01-01 00:30:00,0.0,0.0,0.0,342.4505263157895,100.0,325.328,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13211.25,13211.25,-13211.25,-12077.539828384,7.3515525,48.993536500000005
2024-01-01 00:45:00,399.692,0.0,0.0,0.0,100.0,399.692,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13211.25,13211.25,-11818.394525176,-11818.394525176,58.5121285,58.5121285
2024-01-01 01:00:00,209.33199999999988,0.0,0.0,0.0,100.0,209.33199999999988,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13210.6,13210.6,-12558.264131032001,-12558.264131032001,34.145686799999986,34.145686799999986
2024-01-01 01:15:00,307.0680000000002,0.0,0.0,0.0,100.0,307.0680000000002,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13731.25,13731.25,-12774.341975368,-12774.341975368,46.94561650000003,46.94561650000003
2024-01-01 01:30:00,348.212,0.0,0.0,0.0,100.0,348.212,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13471.25,13471.25,-12386.125997912,-12386.125997912,52.0673685,52.0673685
2024-01-01 01:45:00,439.32000000000016,0.0,0.0,0.0,100.0,439.32000000000016,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13471.25,13471.25,-12102.20850632,-12102.20850632,63.72919250000002,63.72919250000002
2024-01-01 02:00:00,257.82400000000007,0.0,0.0,0.0,100.0,257.82400000000007,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13470.6,13470.6,-12850.267205632,-12850.267205632,40.497342800000006,40.497342800000006
2024-01-01 02:15:00,353.70399999999995,0.0,0.0,0.0,100.0,353.70399999999995,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13206.050000000001,13206.050000000001,-12355.026857472001,-12355.026857472001,52.62277089999999,52.62277089999999
2024-01-01 02:30:00,706.568,0.0,0.0,0.0,100.0,706.568,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,13206.699999999999,13206.699999999999,-11506.674781823998,-11506.674781823998,97.7897246,97.7897246
