annual_cost_burden_chf,net_annual_profit_chf,annual_import_emissions_kgco2,annual_export_emissions_kgco2,annual_runofriver_emissions_kgco2,annual_emissions_burden_kgco2,annual_grid_import_kwh,annual_grid_export_kwh,annual_grid_use_h,annual_production_kwh,annual_import_cost_chf,annual_export_revenue_chf,annual_runofriver_profit_chf,annual_power_cost_chf,power_tariff_chf_per_kw_per_month,interval_count
-3782672.708566687,3782672.708566687,1269499.5614719999,2930455.8796800002,219374.601590172,4419330.042742172,9917965.324,22894186.560000002,8203.037971000002,60650981.916,1093928.9598838044,1094396.2206704917,3942313.82454,160108.37675999998,11.43,35137
