DateTime,load_kWh,heatdemand_kWhth,production_kWh,spot price [Rp/kWh],cop_monthly,battery_installed,grid_import_kWh,grid_export_kWh,battery_charge_kWh,battery_discharge_kWh,battery_soc_kWh,prod_for_local_demand_kWh,woodchip_boiler_heat_kWhth,heatpump_heat_kWhth,heatpump_elec_kWh,heatpump_on,heatpump_nominal_kWhth,Q_HP_kWhth,E_elec_HP_kWh,ptes_charge_kWhth,ptes_discharge_kWhth,ptes_soc_kWhth,ptes_volume_m3,woodchip_heat_supply_share,heatpump_heat_supply_share,ptes_discharge_supply_share
2024-01-01 00:00:00,573.902,876.5,517.925,2.404822,2.95,1.0,0.0,0.0,0.0,316.83366582945285,4683.166334170547,517.925,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,153.7058015129586,344446.29419847927,5000.0,0.0,0.8246368493862424,0.17536315061375768
2024-01-01 00:15:00,604.828,935.75,507.975,2.404822,2.95,1.0,0.0,0.0,0.0,359.8610342505054,4323.305299920042,507.975,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,212.9558015129586,344233.33839696634,5000.0,0.0,0.77242233340854,0.2275776665914599
2024-01-01 00:30:00,589.457,919.5,508.125,2.404822,2.95,1.0,0.0,0.0,0.0,343.5231395136633,3979.7821604063784,508.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,196.7058015129586,344036.6325954534,5000.0,0.0,0.7860730815519754,0.21392691844802458
2024-01-01 00:45:00,608.048,974.5,508.125,2.404822,2.95,1.0,0.0,0.0,0.0,363.09261319787385,3616.6895472085043,508.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,251.7058015129586,343784.9267939405,5000.0,0.0,0.7417077460103042,0.25829225398969585
2024-01-01 01:00:00,560.433,914.0,508.1,2.036274,2.95,1.0,0.0,0.0,0.0,312.99787635576854,3303.691670852736,508.1,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,191.2058015129586,343593.72099242755,5000.0,0.0,0.7908032806203954,0.2091967193796046
2024-01-01 01:15:00,604.892,938.25,528.125,2.036274,2.95,1.0,0.0,0.0,0.0,338.7178763557686,2964.9737944969675,528.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,215.4558015129586,343378.2651909146,5000.0,0.0,0.7703641870365483,0.22963581296345176
2024-01-01 01:30:00,605.178,969.25,518.125,2.036274,2.95,1.0,0.0,0.0,0.0,349.5452447768212,2615.4285497201463,518.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,246.4558015129586,343131.8093894017,5000.0,0.0,0.7457252499221474,0.25427475007785255
2024-01-01 01:45:00,627.955,948.25,518.125,2.036274,2.95,1.0,0.0,0.0,0.0,373.5210342504535,2241.907515469693,518.125,0.0,722.7941984868958,245.01498253793076,1.0,722.7941984870414,722.7941984868958,245.01498253793076,0.0,225.45580151310423,342906.3535878886,5000.0,0.0,0.7622401249532251,0.23775987504677484
2024-01-01 02:00:00,582.556,1047.0,518.1,1.326032,2.95,1.0,309.47098253798015,0.0,0.0,0.0,2241.907515469693,518.1,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,324.2058015129586,342582.1477863757,5000.0,0.0,0.6903478495578237,0.3096521504421763
2024-01-01 02:15:00,596.351,954.5,507.925,1.326032,2.95,1.0,333.4409825379801,0.0,0.0,0.0,2241.907515469693,507.925,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,231.7058015129586,342350.4419848628,5000.0,0.0,0.7572490293211539,0.2427509706788461
2024-01-01 02:30:00,684.592,994.5,507.95,1.326032,2.95,1.0,421.6569825379801,0.0,0.0,0.0,2241.907515469693,507.95,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,271.7058015129586,342078.73618334986,5000.0,0.0,0.7267915520231688,0.2732084479768312
2024-01-01 02:45:00,672.787,1019.0,507.975,1.326032,2.95,1.0,409.82698253798014,0.0,0.0,0.0,2241.907515469693,507.975,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,296.2058015129586,341782.5303818369,5000.0,0.0,0.7093171722149572,0.2906828277850428
2024-01-01 03:00:00,611.856,985.5,518.1,1.052862,2.95,1.0,338.7709825379801,0.0,0.0,0.0,2241.907515469693,518.1,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,262.7058015129586,341519.824580324,5000.0,0.0,0.7334289177950699,0.2665710822049301
2024-01-01 03:15:00,571.8,884.0,378.125,1.052862,2.95,1.0,438.6899825379801,0.0,0.0,0.0,2241.907515469693,378.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,161.2058015129586,341358.61877881107,5000.0,0.0,0.8176404960260649,0.18235950397393508
2024-01-01 03:30:00,550.63,1039.25,348.1,1.052862,2.95,1.0,447.5449825379801,0.0,0.0,0.0,2241.907515469693,348.1,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,316.4558015129586,341042.16297729814,5000.0,0.0,0.6954959812239995,0.3045040187760006
2024-01-01 03:45:00,503.902,1067.75,318.125,1.052862,2.95,1.0,430.7919825379801,0.0,0.0,0.0,2241.907515469693,318.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,344.9558015129586,340697.2071757852,5000.0,0.0,0.676932051966323,0.323067948033677
2024-01-01 04:00:00,483.266,1017.75,318.125,1.05101,2.95,1.0,410.15598253798015,0.0,0.0,0.0,2241.907515469693,318.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,294.9558015129586,340402.2513742723,5000.0,0.0,0.7101883551825511,0.28981164481744887
2024-01-01 04:15:00,459.65,976.5,318.1,1.05101,2.95,1.0,386.5649825379801,0.0,0.0,0.0,2241.907515469693,318.1,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,253.7058015129586,340148.54557275935,5000.0,0.0,0.7401886313231351,0.25981136867686494
2024-01-01 04:30:00,419.23,1020.0,318.125,1.05101,2.95,1.0,346.11998253798015,0.0,0.0,0.0,2241.907515469693,318.125,0.0,722.7941984870414,245.01498253798013,1.0,722.7941984870414,722.7941984870414,245.01498253798013,0.0,297.2058015129586,339851.3397712464,5000.0,0.0,0.7086217632225896,0.29137823677741037
